"kegg","over.abundant.health.conf"
"K07038(mannosyl-3-phosphoglycerate_phosphatase)",0.238
"K07339(hypothetical_protein)",0.238
"K08226(MFS_transporter,_BCD_family,_chlorophyll_transporter)",0.238
"K15034()",0.238
"K00184(molybdopterin_oxidoreductase,_iron-sulfur_binding_subunit)",0.236
"K01509(adenosinetriphosphatase)",0.236
"K02401(flagellar_biosynthetic_protein_FlhB)",0.236
"K03179(4-hydroxybenzoate_octaprenyltransferase)",0.236
"K03214(RNA_methyltransferase,_TrmH_family)",0.236
"K06607(myo-inositol_catabolism_protein_IolS)",0.236
"K06956(ribosome_biogenesis_GTPase)",0.236
"K07224(putative_lipoprotein)",0.236
"K11076(putrescine_transport_system_ATP-binding_protein)",0.236
"K11499(centromere_protein_F)",0.236
"K11643(chromodomain-helicase-DNA-binding_protein_4)",0.236
"K13255(ferric_iron_reductase_protein_FhuF)",0.236
"K01962(acetyl-CoA_carboxylase_carboxyl_transferase_subunit_alpha)",0.234
"K05557(MFS_transporter,_DHA2_family,_integral_membrane_protein)",0.234
"K08227(MFS_transporter,_LPLT_family,_lysophospholipid_transporter)",0.234
"K09252(feruloyl_esterase)",0.234
"K11177(xanthine_dehydrogenase_YagR_molybdenum-binding_subunit)",0.234
"K13663(acyltransferase)",0.234
"K14351(arylacetamide_deacetylase-like_3/4)",0.234
"K01593(aromatic-L-amino-acid_decarboxylase)",0.232
"K03932(polyhydroxybutyrate_depolymerase)",0.232
"K06102(cingulin)",0.232
"K07110(N-acetylmuramic_acid_6-phosphate_etherase)",0.232
"K07120(N-acetylmuramic_acid_6-phosphate_etherase)",0.232
"K07279(hypothetical_protein)",0.232
"K15520()",0.232
"K15548()",0.232
"K15829()",0.232
"K00832(aromatic-amino-acid_transaminase)",0.23
"K02393(flagellar_L-ring_protein_precursor_FlgH)",0.23
"K02554(2-keto-4-pentenoate_hydratase)",0.23
"K03400(long-chain-fatty-acyl-CoA_reductase)",0.23
"K03436(DeoR_family_transcriptional_regulator,_fructose_operontranscriptional_repressor)",0.23
"K03923(modulator_of_drug_activity_B)",0.23
"K05694(protein_tyrosine_phosphatase,_receptor_type,_B)",0.23
"K05777(putative_thiamine_transport_system_substrate-binding_protein)",0.23
"K07089(mannosyl-3-phosphoglycerate_phosphatase)",0.23
"K07341(death_on_curing_protein)",0.23
"K08869(aarF_domain-containing_kinase)",0.23
"K09707(hypothetical_protein)",0.23
"K09920(hypothetical_protein)",0.23
"K10716(voltage-gated_potassium_channel)",0.23
"K12518(outer_membrane_usher_protein_PapC)",0.23
"K00598(trans-aconitate_2-methyltransferase)",0.228
"K01640(hydroxymethylglutaryl-CoA_lyase)",0.228
"K05636(laminin,_beta_1)",0.228
"K05802(potassium_efflux_system_protein_KefA)",0.228
"K06610(MFS_transporter,_SP_family,_inositol_transporter)",0.228
"K07039(mannosyl-3-phosphoglycerate_phosphatase)",0.228
"K07457(endonuclease_III_related_protein)",0.228
"K09706(hypothetical_protein)",0.228
"K12962(undecaprenyl_phosphate-alpha-L-ara4N_flippase_subunit_ArnE)",0.228
"K13635(LysR_family_transcriptional_regulator,_cys_regulon_transcriptionalactivator)",0.228
"K14708()",0.228
"K15827()",0.228
"K00185(molybdopterin_oxidoreductase,_membrane_subunit)",0.226
"K01440(nicotinamidase)",0.226
"K02392(flagellar_basal-body_rod_protein_FlgG)",0.226
"K03804(chromosome_partition_protein_MukE)",0.226
"K04082(molecular_chaperone_HscB)",0.226
"K07695(two-component_system,_NarL_family,_response_regulator_DevR)",0.226
"K08299(carnitinyl-CoA_dehydratase)",0.226
"K09681(LysR_family_transcriptional_regulator,_transcription_activator_ofglutamate_synthase_operon)",0.226
"K10016(histidine_transport_system_permease_protein)",0.226
"K11654(SWI/SNF-related_matrix-associated_actin-dependent_regulator_ofchromatin_subfamily_A_member_5)",0.226
"K13607(cinnamoyl-CoA:phenyllactate_CoA-transferase)",0.226
"K00821(acetylornithine/N-succinyldiaminopimelate_aminotransferase)",0.224
"K00965(UDPglucose--hexose-1-phosphate_uridylyltransferase)",0.224
"K01857(3-carboxy-cis,cis-muconate_cycloisomerase)",0.224
"K02024(maltoporin)",0.224
"K02363(enterobactin_2,3-dihydroxybenzoate-AMP_ligase_/S-dihydroxybenzoyltransferase)",0.224
"K02387(flagellar_basal-body_rod_protein_FlgB)",0.224
"K02471(putative_ATP-binding_cassette_transporter)",0.224
"K03490(AraC_family_transcriptional_regulator,_cel_operon_repressor)",0.224
"K03835(tryptophan-specific_transport_protein)",0.224
"K04067(primosomal_replication_protein_N"")",0.224
"K04952(cyclic_nucleotide_gated_channel_beta_1)",0.224
"K05593(aminoglycoside_6-adenylyltransferase)",0.224
"K07190(phosphorylase_kinase_alpha/beta_subunit)",0.224
"K07397(putative_redox_protein)",0.224
"K07662(two-component_system,_OmpR_family,_response_regulator_CpxR)",0.224
"K07784(MFS_transporter,_OPA_family,_hexose_phosphate_transport_protein_UhpT)",0.224
"K11746(glutathione-regulated_potassium-efflux_system_ancillary_protein_KefF)",0.224
"K12289(pilus_assembly_protein_HofN)",0.224
"K14459(hexosaminidase)",0.224
"K00038(3alpha(or_20beta)-hydroxysteroid_dehydrogenase)",0.222
"K00131(glyceraldehyde-3-phosphate_dehydrogenase_(NADP))",0.222
"K00574(cyclopropane-fatty-acyl-phospholipid_synthase)",0.222
"K03802(cyanophycin_synthetase)",0.222
"K04013(formate-dependent_nitrite_reductase,_penta-haeme_cytochrome_c)",0.222
"K06384(stage_II_sporulation_protein_M)",0.222
"K07661(two-component_system,_OmpR_family,_response_regulator_RstA)",0.222
"K07721(ArsR_family_transcriptional_regulator)",0.222
"K09791(hypothetical_protein)",0.222
"K09803(hypothetical_protein)",0.222
"K10041(putative_glutamine_transport_system_ATP-binding_protein)",0.222
"K10429(microtubule-associated_protein_1)",0.222
"K10537(L-arabinose_transport_system_substrate-binding_protein)",0.222
"K12599(antiviral_helicase_SKI2)",0.222
"K15724()",0.222
"K00427(L-lactate_permease)",0.22
"K00881(allose_kinase)",0.22
"K02298(cytochrome_o_ubiquinol_oxidase_subunit_I)",0.22
"K02505(protein_transport_protein_HofC)",0.22
"K03278(UDP-D-galactose:(glucosyl)LPS_alpha-1,3-D-galactosyltransferase)",0.22
"K03645(negative_modulator_of_initiation_of_replication)",0.22
"K03784(purine-nucleoside_phosphorylase)",0.22
"K03955(NADH_dehydrogenase_(ubiquinone)_1_alpha/beta_subcomplex_1)",0.22
"K04844(hypothetical_glycosyl_hydrolase)",0.22
"K05297(rubredoxin-NAD+_reductase)",0.22
"K05783(1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate_dehydrogenase)",0.22
"K06976(ribosomal_RNA_large_subunit_methyltransferase_F)",0.22
"K07724(Ner_family_transcriptional_regulator)",0.22
"K08351(biotin_sulfoxide_reductase)",0.22
"K09141(hypothetical_protein)",0.22
"K09921(hypothetical_protein)",0.22
"K10685(ubiquitin-like_1-activating_enzyme_E1_B)",0.22
"K10711(GntR_family_transcriptional_regulator,_frlABCD_operontranscriptional_regulator)",0.22
"K11285(TSPY-like_2)",0.22
"K11745(glutathione-regulated_potassium-efflux_system_ancillary_protein_KefC)",0.22
"K14704()",0.22
"K01225(cellulose_1,4-beta-cellobiosidase)",0.218
"K01247(DNA-3-methyladenine_glycosylase_II)",0.218
"K01453(chitin_deacetylase)",0.218
"K02424(cystine_transport_system_substrate-binding_protein)",0.218
"K02859(riboflavin_biosynthesis_RibT_protein)",0.218
"K05594(ElaB_protein)",0.218
"K06046(squalene-hopene_cyclase)",0.218
"K06412(stage_V_sporulation_protein_G)",0.218
"K09690(lipopolysaccharide_transport_system_permease_protein)",0.218
"K09896(hypothetical_protein)",0.218
"K09910(hypothetical_protein)",0.218
"K10388(plectin)",0.218
"K10912(two-component_system,_repressor_protein_LuxO)",0.218
"K10975(allantoin_permease)",0.218
"K10985(PTS_system,_galactosamine-specific_IIC_component)",0.218
"K11708(manganese/zinc/iron_transport_system_permease_protein)",0.218
"K13015(UDP-N-acetyl-D-glucosamine_dehydrogenase)",0.218
"K14453()",0.218
"K14559()",0.218
"K15552()",0.218
"K01023(arylsulfate_sulfotransferase)",0.216
"K02682(prepilin_peptidase_dependent_protein_D)",0.216
"K03181(chorismate--pyruvate_lyase)",0.216
"K03434(N-acetylglucosaminylphosphatidylinositol_deacetylase)",0.216
"K03746(DNA-binding_protein_H-NS)",0.216
"K04044(molecular_chaperone_HscA)",0.216
"K04072(acetaldehyde_dehydrogenase_/_alcohol_dehydrogenase)",0.216
"K08305(membrane-bound_lytic_murein_transglycosylase_B)",0.216
"K09809(CDP-glycerol_glycerophosphotransferase)",0.216
"K10563(formamidopyrimidine-DNA_glycosylase)",0.216
"K10848(DNA_excision_repair_protein_ERCC-4)",0.216
"K15652()",0.216
"K00840(succinylornithine_aminotransferase)",0.214
"K01753(D-serine_dehydratase)",0.214
"K03388(heterodisulfide_reductase_subunit_A)",0.214
"K03807(AmpE_protein)",0.214
"K05784(benzoate_1,2-dioxygenase_electron_transfer_component)",0.214
"K06080(RcsF_protein)",0.214
"K06420(small_acid-soluble_spore_protein_C_(minor_alpha/beta-type_SASP))",0.214
"K06445(acyl-CoA_dehydrogenase)",0.214
"K07050(mannosyl-3-phosphoglycerate_phosphatase)",0.214
"K07286(uncharacterized_lipoprotein)",0.214
"K07308(anaerobic_dimethyl_sulfoxide_reductase_subunit_C_(DMSO_reductaseanchor_subunit))",0.214
"K08287(dual-specificity_kinase)",0.214
"K01577(oxalyl-CoA_decarboxylase)",0.212
"K03389(heterodisulfide_reductase_subunit_B)",0.212
"K03747(Smg_protein)",0.212
"K05839(haemolysin_expression_modulating_protein)",0.212
"K07690(two-component_system,_NarL_family,_response_regulator_EvgA)",0.212
"K07772(two-component_system,_OmpR_family,_torCAD_operon_response_regulatorTorR)",0.212
"K09866(aquaporin-4)",0.212
"K00947(thiamine-monophosphate_kinase)",0.21
"K01263(cytosol_alanyl_aminopeptidase)",0.21
"K02410(flagellar_motor_switch_protein_FliG)",0.21
"K02419(flagellar_biosynthetic_protein_FliP)",0.21
"K02556(chemotaxis_protein_MotA)",0.21
"K04081(molecular_chaperone_IbpB)",0.21
"K05343(maltose_alpha-D-glucosyltransferase)",0.21
"K06202(CyaY_protein)",0.21
"K07474(phage_terminase_small_subunit)",0.21
"K07496(putative_transposase)",0.21
"K07707(two-component_system,_AgrA_family,_response_regulator_AgrA)",0.21
"K08086(pilus_assembly_protein_FimV)",0.21
"K09806(hypothetical_protein)",0.21
"K09997(arginine_transport_system_substrate-binding_protein)",0.21
"K12982(heptosyltransferase_I)",0.21
"K13928(LysR_family_transcriptional_regulator,_malonate_utilizationtranscriptional_regulator)",0.21
"K14000(ribosome-binding_protein_1)",0.21
"K14647()",0.21
"K00363(nitrite_reductase_(NAD(P)H)_small_subunit)",0.208
"K01460(glutathionylspermidine_amidase/synthetase)",0.208
"K02344(DNA_polymerase_III_subunit_psi)",0.208
"K03078(3-dehydro-L-gulonate-6-phosphate_decarboxylase)",0.208
"K03260(translation_initiation_factor_eIF-4F)",0.208
"K03472(D-erythrose_4-phosphate_dehydrogenase)",0.208
"K03623(ribonuclease_inhibitor)",0.208
"K03636(molybdopterin_synthase_sulfur_carrier_subunit)",0.208
"K03690(hypothetical_protein)",0.208
"K04080(molecular_chaperone_IbpA)",0.208
"K05368(aquacobalamin_reductase_/_NAD(P)H-flavin_reductase)",0.208
"K07680(two-component_system,_NarL_family,_sensor_histidine_kinase_ComP)",0.208
"K08723(5'-nucleotidase)",0.208
"K09456(putative_acyl-CoA_dehydrogenase)",0.208
"K09891(hypothetical_protein)",0.208
"K09898(hypothetical_protein)",0.208
"K10986(PTS_system,_galactosamine-specific_IID_component)",0.208
"K11191(PTS_system,_N-acetylmuramic_acid-specific_IIB_component)",0.208
"K15784()",0.208
"K03476(L-ascorbate_6-phosphate_lactonase)",0.206
"K03841(fructose-1,6-bisphosphatase_I)",0.206
"K06006(periplasmic_protein_CpxP)",0.206
"K06164(PhnI_protein)",0.206
"K07755(arsenite_methyltransferase)",0.206
"K08312(ADP-ribose_diphosphatase)",0.206
"K11258(acetolactate_synthase_II_small_subunit)",0.206
"K00127(formate_dehydrogenase,_gamma_subunit)",0.204
"K00682(gamma-glutamylcyclotransferase)",0.204
"K01782(3-hydroxyacyl-CoA_dehydrogenase_/_enoyl-CoA_hydratase_/3-hydroxybutyryl-CoA_epimerase)",0.204
"K02049(sulfonate/nitrate/taurine_transport_system_ATP-binding_protein)",0.204
"K02336(DNA_polymerase_II)",0.204
"K02650(type_IV_pilus_assembly_protein_PilA)",0.204
"K02679(prepilin_peptidase_dependent_protein_A)",0.204
"K03185(2-octaprenyl-6-methoxyphenol_hydroxylase)",0.204
"K03726(helicase)",0.204
"K04087(membrane_protease_subunit_HflC)",0.204
"K07019(putative_glutamine_amidotransferase)",0.204
"K07709(two-component_system,_NtrC_family,_sensor_histidine_kinase_HydH)",0.204
"K07790(putative_membrane_protein_PagO)",0.204
"K08150(MFS_transporter,_SP_family,_solute_carrier_family_2_(myo-inositoltransporter),_member_13)",0.204
"K08313(fructose-6-phosphate_aldolase_1)",0.204
"K10021(octopine/nopaline_transport_system_ATP-binding_protein)",0.204
"K12519(chaperone_protein_PapD)",0.204
"K12567(titin)",0.204
"K14631()",0.204
"K02400(flagellar_biosynthesis_protein_FlhA)",0.202
"K02662(type_IV_pilus_assembly_protein_PilM)",0.202
"K03468(putative_efflux_transporter,_PET_family)",0.202
"K06311(spore_germination_protein)",0.202
"K07701(two-component_system,_CitB_family,_sensor_histidine_kinase_DcuS)",0.202
"K08680(2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate_synthase)",0.202
"K10094(nickel_transport_system_substrate-binding_protein)",0.202
"K10194(oligogalacturonide_transport_system_permease_protein)",0.202
"K11358(aspartate_aminotransferase)",0.202
"K00855(phosphoribulokinase)",0.2
"K01093(4-phytase_/_acid_phosphatase)",0.2
"K03291(MFS_transporter,_SET_family,_sugar_efflux_transporter)",0.2
"K03390(heterodisulfide_reductase_subunit_C)",0.2
"K03556(LuxR_family_transcriptional_regulator,_maltose_regulon_positiveregulatory_protein)",0.2
"K03560(biopolymer_transport_protein_TolR)",0.2
"K03796(Bax_protein)",0.2
"K05702(afadin)",0.2
"K06228(fused)",0.2
"K08600(sortase_B)",0.2
"K11533(fatty_acid_synthase,_bacteria_type)",0.2
"K12733(peptidyl-prolyl_cis-trans_isomerase-like_1)",0.2
"K13049(carboxypeptidase_PM20D1)",0.2
"K14703()",0.2
"K00230(protoporphyrinogen_oxidase)",0.198
"K00729(dolichyl-phosphate_beta-glucosyltransferase)",0.198
"K05781(putative_phosphonate_transport_system_ATP-binding_protein)",0.198
"K05875(methyl-accepting_chemotaxis_protein_II,_aspartate_sensor_receptor)",0.198
"K09883(cobaltochelatase_CobT)",0.198
"K10960(geranylgeranyl_reductase)",0.198
"K11908(sigma-54_specific_transcriptional_regulator)",0.198
"K12547(polysaccharidase_protein)",0.198
"K15257()",0.198
"K00111(glycerol-3-phosphate_dehydrogenase)",0.196
"K00450(gentisate_1,2-dioxygenase)",0.196
"K03317(concentrative_nucleoside_transporter,_CNT_family)",0.196
"K04772(serine_protease_DegQ)",0.196
"K07345(major_type_1_subunit_fimbrin_(pilin))",0.196
"K08364(periplasmic_mercuric_ion_binding_protein)",0.196
"K00702(cellobiose_phosphorylase)",0.194
"K03666(host_factor-I_protein)",0.194
"K03776(aerotaxis_receptor)",0.194
"K05351(D-xylulose_reductase)",0.194
"K05838(putative_thioredoxin)",0.194
"K07313(serine/threonine_protein_phosphatase_1)",0.194
"K10013(lysine/arginine/ornithine_transport_system_substrate-binding_protein)",0.194
"K10972(LysR_family_transcriptional_regulator,_transcriptional_activator_ofthe_allD_operon)",0.194
"K13929(malonate_decarboxylase_alpha_subunit)",0.194
"K00004((R,R)-butanediol_dehydrogenase_/_diacetyl_reductase)",0.192
"K00169(pyruvate_ferredoxin_oxidoreductase,_alpha_subunit)",0.192
"K00549(5-methyltetrahydropteroyltriglutamate--homocysteinemethyltransferase)",0.192
"K01560(2-haloacid_dehalogenase)",0.192
"K02031(peptide/nickel_transport_system_ATP-binding_protein)",0.192
"K02567(periplasmic_nitrate_reductase_NapA)",0.192
"K03428(magnesium-protoporphyrin_O-methyltransferase)",0.192
"K07012(putative_glutamine_amidotransferase)",0.192
"K08174(MFS_transporter,_FHS_family,_glucose/mannose:H+_symporter)",0.192
"K10556(AI-2_transport_system_permease_protein)",0.192
"K14564()",0.192
"K14591()",0.192
"K15663()",0.192
"K00641(homoserine_O-acetyltransferase)",0.19
"K03336(3D-(3,5/4)-trihydroxycyclohexane-1,2-dione_hydrolase)",0.19
"K03732(ATP-dependent_RNA_helicase_RhlB)",0.19
"K03758(arginine:ornithine_antiporter)",0.19
"K04015(formate-dependent_nitrate_reductase_complex,_transmembrane_protein)",0.19
"K04691(serine_protease_DegS)",0.19
"K07637(two-component_system,_OmpR_family,_sensor_histidine_kinase_PhoQ)",0.19
"K07663(two-component_system,_OmpR_family,_catabolic_regulation_responseregulator_CreB)",0.19
"K10108(maltose/maltodextrin_transport_system_substrate-binding_protein)",0.19
"K12999(glucosyltransferase)",0.19
"K00098(L-idonate_5-dehydrogenase)",0.188
"K00130(betaine-aldehyde_dehydrogenase)",0.188
"K03151(thiamine_biosynthesis_protein_ThiI)",0.188
"K03337(5-deoxy-glucuronate_isomerase)",0.188
"K05798(LysR_family_transcriptional_regulator,_transcriptional_activator_forleuABCD_operon)",0.188
"K08152(MFS_transporter,_DHA1_family,_multidrug_resistance_protein_B)",0.188
"K08323(starvation_sensing_protein_RspA)",0.188
"K13058(mannosylfructose-phosphate_synthase)",0.188
"K13527(proteasome-associated_ATPase)",0.188
"K13963(serpin_B)",0.188
"K14188(D-alanine--poly(phosphoribitol)_ligase_subunit_2)",0.188
"K00631(glycerol-3-phosphate_O-acyltransferase)",0.186
"K01659(2-methylcitrate_synthase)",0.186
"K01682(aconitate_hydratase_2)",0.186
"K03928(carboxylesterase)",0.186
"K06423(small_acid-soluble_spore_protein_F_(minor_alpha/beta-type_SASP))",0.186
"K10407(kinesin_light_chain)",0.186
"K13301(secretion_monitor)",0.186
"K00797(spermidine_synthase)",0.184
"K00980(glycerol-3-phosphate_cytidylyltransferase)",0.184
"K01486(adenine_deaminase)",0.184
"K01922(phosphopantothenate-cysteine_ligase)",0.184
"K02430(DeoR_family_transcriptional_regulator,_L-fucose_operon_activator)",0.184
"K02752(PTS_system,_arbutin-,_cellobiose-,_and_salicin-specific_IIBcomponent)",0.184
"K03274(ADP-L-glycero-D-manno-heptose_6-epimerase)",0.184
"K03297(small_multidrug_resistance_protein,_SMR_family)",0.184
"K04749(anti-sigma_B_factor_antagonist)",0.184
"K05834(homoserine/homoserine_lactone_efflux_protein)",0.184
"K09005(hypothetical_protein)",0.184
"K13173(arginine_and_glutamate-rich_protein_1)",0.184
"K14080(methylcobalamin:coenzyme_M_methyltransferase)",0.184
"K15733()",0.184
"K00385(anaerobic_sulfite_reductase_subunit_C)",0.182
"K01582(lysine_decarboxylase)",0.182
"K01669(deoxyribodipyrimidine_photo-lyase)",0.182
"K01706(glucarate_dehydratase)",0.182
"K01910([citrate_(pro-3S)-lyase]_ligase)",0.182
"K03184(2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol_hydroxylase)",0.182
"K04030(ethanolamine_utilization_protein_EutQ)",0.182
"K05929(phosphoethanolamine_N-methyltransferase)",0.182
"K06021(phosphate-transporting_ATPase)",0.182
"K06936(queuosine_biosynthesis_protein_QueC)",0.182
"K07811(trimethylamine-N-oxide_reductase_(cytochrome_c)_1)",0.182
"K09009(hypothetical_protein)",0.182
"K09116(hypothetical_protein)",0.182
"K09290(tropomyosin_3)",0.182
"K11189(phosphocarrier_protein)",0.182
"K15357()",0.182
"K00899(5-methylthioribose_kinase)",0.18
"K02409(flagellar_M-ring_protein_FliF)",0.18
"K03446(MFS_transporter,_DHA2_family,_multidrug_resistance_protein_B)",0.18
"K03449(MFS_transporter,_CP_family,_cyanate_transporter)",0.18
"K03489(GntR_family_transcriptional_regulator,_transcriptional_regulator_ofbglA)",0.18
"K06162(PhnM_protein)",0.18
"K06163(PhnJ_protein)",0.18
"K06166(PhnG_protein)",0.18
"K07327(archaeal_flagellar_protein_FlaD)",0.18
"K07643(two-component_system,_OmpR_family,_sensor_histidine_kinase_BasS)",0.18
"K07693(two-component_system,_NarL_family,_response_regulator_DesR)",0.18
"K09949(hypothetical_protein)",0.18
"K14091(ech_hydrogenase_subunit_F)",0.18
"K00823(4-aminobutyrate_aminotransferase)",0.178
"K01180(endo-1,3(4)-beta-glucanase)",0.178
"K01720(2-methylcitrate_dehydratase)",0.178
"K01760(cystathionine_beta-lyase)",0.178
"K04032(ethanolamine_utilization_cobalamin_adenosyltransferase)",0.178
"K06165(PhnH_protein)",0.178
"K07096(lipopolysaccharide_export_system_permease_protein)",0.178
"K07246(tartrate_dehydrogenase/decarboxylase_/_D-malate_dehydrogenase)",0.178
"K07347(outer_membrane_usher_protein)",0.178
"K09968(hypothetical_protein)",0.178
"K10538(L-arabinose_transport_system_permease_protein)",0.178
"K11734(aromatic_amino_acid_transport_protein_AroP)",0.178
"K13244(c-di-GMP-specific_phosphodiesterase)",0.178
"K14565()",0.178
"K14588()",0.178
"K15781()",0.178
"K00245(fumarate_reductase_iron-sulfur_protein)",0.176
"K01121(2',3'-cyclic-nucleotide_3'-phosphodiesterase)",0.176
"K01638(malate_synthase)",0.176
"K02666(type_IV_pilus_assembly_protein_PilQ)",0.176
"K02813(PTS_system,_sorbose-specific_IIB_component)",0.176
"K06378(stage_II_sporulation_protein_AA_(anti-sigma_F_factor_antagonist))",0.176
"K06857(putative_tungstate_transport_system_ATP-binding_protein)",0.176
"K07666(two-component_system,_OmpR_family,_response_regulator_QseB)",0.176
"K09019(putative_NADH_dehydrogenase/NAD(P)H_nitroreductase_RutE)",0.176
"K11102(proton_glutamate_symport_protein)",0.176
"K12525(bifunctional_aspartokinase_/_homoserine_dehydrogenase_2)",0.176
"K13093(HIV_Tat-specific_factor_1)",0.176
"K13275(major_intracellular_serine_protease)",0.176
"K01055(3-oxoadipate_enol-lactonase)",0.174
"K01865(chloromuconate_cycloisomerase)",0.174
"K01963(acetyl-CoA_carboxylase_carboxyl_transferase_subunit_beta)",0.174
"K02182(crotonobetaine/carnitine-CoA_ligase)",0.174
"K05874(methyl-accepting_chemotaxis_protein_I,_serine_sensor_receptor)",0.174
"K06284(transcriptional_pleiotropic_regulator_of_transition_state_genes)",0.174
"K07346(fimbrial_chaperone_protein)",0.174
"K08734(DNA_mismatch_repair_protein_MLH1)",0.174
"K10877(DNA_repair_and_recombination_protein_RAD54B)",0.174
"K15212()",0.174
"K00202(formylmethanofuran_dehydrogenase_subunit_C)",0.172
"K00894(ethanolamine_kinase)",0.172
"K00907(myosin-light-chain_kinase)",0.172
"K01347(IgA-specific_serine_endopeptidase)",0.172
"K01581(ornithine_decarboxylase)",0.172
"K02381(FdrA_protein)",0.172
"K03580(ATP-dependent_helicase_HepA)",0.172
"K05604(beta-Ala-His_dipeptidase)",0.172
"K05939(acyl)",0.172
"K07576(metallo-beta-lactamase_family_protein)",0.172
"K07699(two-component_system,_response_regulator,_stage_0_sporulationprotein_A)",0.172
"K08368(MFS_transporter,_putative_metabolite_transport_protein)",0.172
"K11201(PTS_system,_fructose-specific_IIA-like_component)",0.172
"K11617(two-component_system,_NarL_family,_sensor_histidine_kinase_LiaS)",0.172
"K13574(uncharacterized_oxidoreductase)",0.172
"K15655()",0.172
"K00897(aminoglycoside_3'-phosphotransferase)",0.17
"K01739(cystathionine_gamma-synthase)",0.17
"K03735(ethanolamine_ammonia-lyase_large_subunit)",0.17
"K04019(ethanolamine_utilization_protein_EutA)",0.17
"K04488(nitrogen_fixation_protein_NifU_and_related_proteins)",0.17
"K08093(3-hexulose-6-phosphate_synthase)",0.17
"K10702(2-hydroxy-6-oxohepta-2,4-dienoate_hydroxylase)",0.17
"K12544(S-layer_protein)",0.17
"K13636(LysR_family_transcriptional_regulator,_D-serine_deaminase_activator)",0.17
"K14475()",0.17
"K15656()",0.17
"K00164(2-oxoglutarate_dehydrogenase_E1_component)",0.168
"K00529(ferredoxin--NAD+_reductase)",0.168
"K01317(acrosin)",0.168
"K03736(ethanolamine_ammonia-lyase_small_subunit)",0.168
"K04835(methylaspartate_ammonia-lyase)",0.168
"K05916(nitric_oxide_dioxygenase)",0.168
"K08298(crotonobetainyl-CoA:carnitine_CoA-transferase)",0.168
"K08365(MerR_family_transcriptional_regulator,_mercuric_resistance_operonregulatory_protein)",0.168
"K10549(D-allose_transport_system_substrate-binding_protein)",0.168
"K12500(thioesterase_III)",0.168
"K13628(iron-sulfur_cluster_assembly_protein)",0.168
"K01457(allophanate_hydrolase)",0.166
"K05895(precorrin-6X_reductase)",0.166
"K06198(competence_protein_CoiA)",0.166
"K08652(C5a_peptidase)",0.166
"K09705(hypothetical_protein)",0.166
"K11727(SWI/SNF-related_matrix-associated_actin-dependent_regulator_ofchromatin_subfamily_A_member_1)",0.166
"K14088(ech_hydrogenase_subunit_C)",0.166
"K00172(pyruvate_ferredoxin_oxidoreductase,_gamma_subunit)",0.164
"K00282(glycine_dehydrogenase_subunit_1)",0.164
"K00283(glycine_dehydrogenase_subunit_2)",0.164
"K01210(glucan_1,3-beta-glucosidase)",0.164
"K02200(cytochrome_c-type_biogenesis_protein_CcmH)",0.164
"K03573(DNA_mismatch_repair_protein_MutH)",0.164
"K03716(spore_photoproduct_lyase)",0.164
"K06183(ribosomal_small_subunit_pseudouridine_synthase_A)",0.164
"K06218(RelE_protein)",0.164
"K07030(mannosyl-3-phosphoglycerate_phosphatase)",0.164
"K08162(MFS_transporter,_DHA1_family,_multidrug_resistance_protein)",0.164
"K09004(hypothetical_protein)",0.164
"K14051(cyclic_di-GMP_phosphodiesterase_Gmr)",0.164
"K00076(7-alpha-hydroxysteroid_dehydrogenase)",0.162
"K00436(hydrogen_dehydrogenase)",0.162
"K06286(septation_ring_formation_regulator)",0.162
"K08317(uncharacterized_oxidoreductase)",0.162
"K13953(alcohol_dehydrogenase,_propanol-preferring)",0.162
"K14439(SWI/SNF-related_matrix-associated_actin-dependent_regulator_ofchromatin_subfamily_A_containing_DEAD/H_box_1)",0.162
"K15260()",0.162
"K02170(biotin_biosynthesis_protein_BioH)",0.16
"K02407(flagellar_hook-associated_protein_2)",0.16
"K04045(molecular_chaperone_HscC)",0.16
"K07446(putative_methyltransferase)",0.16
"K08981(putative_membrane_protein)",0.16
"K10539(L-arabinose_transport_system_ATP-binding_protein)",0.16
"K11810(MFS_transporter,_MCP_family,_solute_carrier_family_16(monocarboxylic_acid_transporters),_member_12)",0.16
"K12556(penicillin-binding_protein_2X)",0.16
"K12598(ATP-dependent_RNA_helicase_DOB1)",0.16
"K00163(pyruvate_dehydrogenase_E1_component)",0.158
"K01371(cathepsin_K)",0.158
"K01592(tyrosine_decarboxylase)",0.158
"K05995(dipeptidase_E)",0.158
"K07310(putative_dimethyl_sulfoxide_reductase_subunit_YnfF)",0.158
"K10011(UDP-4-amino-4-deoxy-L-arabinose_formyltransferase_/_UDP-glucuronicacid_dehydrogenase_(UDP-4-keto-hexauronic_acid_decarboxylating))",0.158
"K12507(acyl-CoA_synthetase)",0.158
"K14989()",0.158
"K00132(acetaldehyde_dehydrogenase_(acetylating))",0.156
"K00170(pyruvate_ferredoxin_oxidoreductase,_beta_subunit)",0.156
"K00590(site-specific_DNA-methyltransferase_(cytosine-N4-specific))",0.156
"K02283(pilus_assembly_protein_CpaF)",0.156
"K02525(LacI_family_transcriptional_regulator,_kdg_operon_repressor)",0.156
