kegg,brite_level
K06181,Enzymes [BR:ko01000]
K06182,Enzymes [BR:ko01000]
K06183,Enzymes [BR:ko01000]
K06184,Translation factors [BR:ko03012]
K06185,Ribosome biogenesis [BR:ko03009]
K06186,Transporters [BR:ko02000]
K11719,Transporters [BR:ko02000]
K15342,DNA repair and recombination proteins [BR:ko03400]
K07110,NA
K15831,NA
K15832,NA
K07589,Enzymes [BR:ko01000]
K07588,Enzymes [BR:ko01000]
K10446,Ubiquitin system [BR:ko04121]
K07586,NA
K07585,NA
K07584,NA
K07583,Enzymes [BR:ko01000]
K05914,Enzymes [BR:ko01000]
K07581,NA
K07580,NA
K11139,Bacterial toxins [BR:ko02042]
K05989,Enzymes [BR:ko01000]
K05988,Enzymes [BR:ko01000]
K13652,Transcription factors [BR:ko03000]
K07111,NA
K11133,DNA replication proteins [BR:ko03032]
K05986,Enzymes [BR:ko01000]
K11135,Ribosome biogenesis [BR:ko03009]
K15425,Protein phosphatases and associated proteins [BR:ko01009]
K05982,Enzymes [BR:ko01000]
K07103,NA
K09897,NA
K07453,NA
K07100,NA
K07455,DNA repair and recombination proteins [BR:ko03400]
K07454,NA
K07105,NA
K00670,Enzymes [BR:ko01000]
K00671,Enzymes [BR:ko01000]
K07109,NA
K07108,NA
K00675,Enzymes [BR:ko01000]
K05100,Enzymes [BR:ko01000]
K06988,NA
K04029,NA
K10530,Enzymes [BR:ko01000]
K04593,G protein-coupled receptors [BR:ko04030]
K02054,KEGG modules [BR:ko00002]
K06980,Transfer RNA biogenesis [BR:ko03016]
K14834,Ribosome biogenesis [BR:ko03009]
K06984,Enzymes [BR:ko01000]
K06986,NA
K06987,NA
K03468,Transporters [BR:ko02000]
K10669,Enzymes [BR:ko01000]
K09891,NA
K09890,Translation factors [BR:ko03012]
K10667,Enzymes [BR:ko01000]
K02569,NA
K00586,Enzymes [BR:ko01000]
K15014,Transporters [BR:ko02000]
K10520,Ubiquitin system [BR:ko04121]
K01855,Enzymes [BR:ko01000]
K02116,Photosynthesis proteins [BR:ko00194]
K07055,Enzymes [BR:ko01000]
K00076,Enzymes [BR:ko01000]
K05777,KEGG modules [BR:ko00002]
K07054,NA
K14119,NA
K07057,Enzymes [BR:ko01000]
K07242,NA
K07079,NA
K07078,NA
K07077,NA
K07051,NA
K07075,NA
K07074,NA
K10280,Ubiquitin system [BR:ko04121]
K10281,Ubiquitin system [BR:ko04121]
K07071,NA
K07050,Enzymes [BR:ko01000]
K10065,Lectins [BR:ko04091]
K10060,Lectins [BR:ko04091]
K10061,Lectins [BR:ko04091]
K07052,NA
K12941,Peptidases [BR:ko01002]
K09043,Transcription factors [BR:ko03000]
K08279,NA
K10367,Cytoskeleton proteins [BR:ko04812]
K08276,NA
K08277,Transcription factors [BR:ko03000]
K10268,Ubiquitin system [BR:ko04121]
K05775,NA
K15658,Polyketide biosynthesis proteins [BR:ko01008]
K15659,Polyketide biosynthesis proteins [BR:ko01008]
K00298,Enzymes [BR:ko01000]
K12517,Secretion system [BR:ko02044]
K15657,Polyketide biosynthesis proteins [BR:ko01008]
K15651,Polyketide biosynthesis proteins [BR:ko01008]
K15120,Transporters [BR:ko02000]
K08471,G protein-coupled receptors [BR:ko04030]
K01989,KEGG modules [BR:ko00002]
K00107,Enzymes [BR:ko01000]
K03818,Enzymes [BR:ko01000]
K04759,Transporters [BR:ko02000]
K04758,Transporters [BR:ko02000]
K04757,Enzymes [BR:ko01000]
K04756,NA
K04755,NA
K04754,NA
K04753,NA
K04752,NA
K04750,NA
K06763,Cell adhesion molecules and their ligands [BR:ko04516]
K01181,Enzymes [BR:ko01000]
K01180,Enzymes [BR:ko01000]
K01185,Enzymes [BR:ko01000]
K14638,Transporters [BR:ko02000]
K09190,NA
K09191,Transcription factors [BR:ko03000]
K11991,Enzymes [BR:ko01000]
K09194,Transcription factors [BR:ko03000]
K01215,Enzymes [BR:ko01000]
K01214,Enzymes [BR:ko01000]
K01216,Enzymes [BR:ko01000]
K01219,Enzymes [BR:ko01000]
K15721,Transporters [BR:ko02000]
K15722,NA
K15723,NA
K15724,NA
K08587,Enzymes [BR:ko01000]
K15726,Transporters [BR:ko02000]
K08585,Enzymes [BR:ko01000]
K13007,Enzymes [BR:ko01000]
K06568,Exosome [BR:ko04147]
K06156,Transporters [BR:ko02000]
K13006,Enzymes [BR:ko01000]
K09797,NA
K02742,NA
K09947,NA
K09224,Transcription factors [BR:ko03000]
K06566,Transporters [BR:ko02000]
K00924,Enzymes [BR:ko01000]
K09252,Enzymes [BR:ko01000]
K12081,Secretion system [BR:ko02044]
K13168,Spliceosome [BR:ko03041]
K09228,Transcription factors [BR:ko03000]
K09229,Transcription factors [BR:ko03000]
K02592,NA
K15382,Transporters [BR:ko02000]
K15383,Transporters [BR:ko02000]
K09857,NA
K13000,Enzymes [BR:ko01000]
K05539,Enzymes [BR:ko01000]
K10393,Chromosome [BR:ko03036]
K15834,NA
K15835,Transcription factors [BR:ko03000]
K15836,Transcription factors [BR:ko03000]
K08251,Enzymes [BR:ko01000]
K15830,NA
K08293,Enzymes [BR:ko01000]
K15340,DNA repair and recombination proteins [BR:ko03400]
K15341,Enzymes [BR:ko01000]
K14833,Ribosome biogenesis [BR:ko03009]
K14832,Ribosome biogenesis [BR:ko03009]
K04597,G protein-coupled receptors [BR:ko04030]
K14830,Ribosome biogenesis [BR:ko03009]
K14837,Ribosome biogenesis [BR:ko03009]
K14836,Ribosome biogenesis [BR:ko03009]
K08298,Enzymes [BR:ko01000]
K08299,Enzymes [BR:ko01000]
K03580,Enzymes [BR:ko01000]
K03586,Chromosome [BR:ko03036]
K11471,Chromosome [BR:ko03036]
K02562,Transcription factors [BR:ko03000]
K02566,NA
K01023,Enzymes [BR:ko01000]
K02565,Transcription factors [BR:ko03000]
K01724,Enzymes [BR:ko01000]
K01727,Enzymes [BR:ko01000]
K12961,Chromosome [BR:ko03036]
K13008,Enzymes [BR:ko01000]
K09531,Chaperones and folding catalysts [BR:ko03110]
K09533,Spliceosome [BR:ko03041]
K09534,Chaperones and folding catalysts [BR:ko03110]
K13169,Spliceosome [BR:ko03041]
K09536,Chaperones and folding catalysts [BR:ko03110]
K02026,KEGG modules [BR:ko00002]
K09538,Chaperones and folding catalysts [BR:ko03110]
K09539,Chaperones and folding catalysts [BR:ko03110]
K13166,Spliceosome [BR:ko03041]
K13167,Transcription machinery [BR:ko03021]
K02025,KEGG modules [BR:ko00002]
K13162,Messenger RNA biogenesis [BR:ko03019]
K13163,Spliceosome [BR:ko03041]
K08120,Proteoglycans [BR:ko00535]
K08121,Proteoglycans [BR:ko00535]
K08123,Proteoglycans [BR:ko00535]
K08124,Proteoglycans [BR:ko00535]
K08125,Proteoglycans [BR:ko00535]
K08126,Proteoglycans [BR:ko00535]
K11479,Enzymes [BR:ko01000]
K08129,Proteoglycans [BR:ko00535]
K14743,Enzymes [BR:ko01000]
K14742,Transfer RNA biogenesis [BR:ko03016]
K14744,Enzymes [BR:ko01000]
K02182,Enzymes [BR:ko01000]
K02022,NA
K13186,Spliceosome [BR:ko03041]
K13184,Enzymes [BR:ko01000]
K13185,Enzymes [BR:ko01000]
K13183,Enzymes [BR:ko01000]
K03769,Enzymes [BR:ko01000]
K03768,Enzymes [BR:ko01000]
K03765,Transcription factors [BR:ko03000]
K03764,Transcription factors [BR:ko03000]
K03762,Transporters [BR:ko02000]
K03761,Transporters [BR:ko02000]
K13189,Spliceosome [BR:ko03041]
K09456,NA
K09454,Transcription factors [BR:ko03000]
K09453,Transcription factors [BR:ko03000]
K09364,Transcription factors [BR:ko03000]
K13244,Enzymes [BR:ko01000]
K04080,Chaperones and folding catalysts [BR:ko03110]
K05909,Enzymes [BR:ko01000]
K06324,NA
K03346,DNA replication proteins [BR:ko03032]
K02028,KEGG modules [BR:ko00002]
K09856,NA
K08870,NA
K08876,Protein kinases [BR:ko01001]
K13982,Enzymes [BR:ko01000]
K13983,Enzymes [BR:ko01000]
K13981,Enzymes [BR:ko01000]
K09981,NA
K09980,NA
K09982,NA
K09985,NA
K09987,NA
K09989,NA
K09988,NA
K03163,Enzymes [BR:ko01000]
K03164,Enzymes [BR:ko01000]
K03167,Enzymes [BR:ko01000]
K03166,Enzymes [BR:ko01000]
K11922,Transcription factors [BR:ko03000]
K06530,Cellular antigens [BR:ko04090]
K11920,Transcription factors [BR:ko03000]
K11921,Transcription factors [BR:ko03000]
K11926,Transcription factors [BR:ko03000]
K10392,Cytoskeleton proteins [BR:ko04812]
K11925,Transcription factors [BR:ko03000]
K09934,NA
K13181,Enzymes [BR:ko01000]
K08639,Peptidases [BR:ko01002]
K13216,Enzymes [BR:ko01000]
K13217,Spliceosome [BR:ko03041]
K03603,Transcription factors [BR:ko03000]
K13212,Spliceosome [BR:ko03041]
K13210,Messenger RNA biogenesis [BR:ko03019]
K13211,Spliceosome [BR:ko03041]
K03676,Chaperones and folding catalysts [BR:ko03110]
K13219,Protein phosphatases and associated proteins [BR:ko01009]
K04946,Ion channels [BR:ko04040]
K01167,Enzymes [BR:ko01000]
K12740,Chaperones and folding catalysts [BR:ko03110]
K13003,Enzymes [BR:ko01000]
K04947,Ion channels [BR:ko04040]
K15431,Enzymes [BR:ko01000]
K11032,Transporters [BR:ko02000]
K11033,Bacterial toxins [BR:ko02042]
K11034,Bacterial toxins [BR:ko02042]
K11035,Bacterial toxins [BR:ko02042]
K11036,Bacterial toxins [BR:ko02042]
K11037,Bacterial toxins [BR:ko02042]
K07262,Enzymes [BR:ko01000]
K07263,Enzymes [BR:ko01000]
K07261,Enzymes [BR:ko01000]
K07266,NA
K07267,Transporters [BR:ko02000]
K12583,Enzymes [BR:ko01000]
K12582,Enzymes [BR:ko01000]
K07268,NA
K07269,NA
K08900,Mitochondrial biogenesis [BR:ko03029]
K10974,Transporters [BR:ko02000]
K02167,Transcription factors [BR:ko03000]
K04910,Ion channels [BR:ko04040]
K10462,Ubiquitin system [BR:ko04121]
K10975,Transporters [BR:ko02000]
K11728,Chromosome [BR:ko03036]
K11729,NA
K06199,NA
K06198,NA
K11724,Protein kinases [BR:ko01001]
K06196,Transporters [BR:ko02000]
K06195,NA
K11727,Enzymes [BR:ko01000]
K06193,NA
K11721,Protein kinases [BR:ko01001]
K11722,Protein kinases [BR:ko01001]
K06190,NA
K11456,Chromosome [BR:ko03036]
K11105,Transporters [BR:ko02000]
K11106,Transporters [BR:ko02000]
K11107,NA
K10459,Ubiquitin system [BR:ko04121]
K10458,Ubiquitin system [BR:ko04121]
K11450,Enzymes [BR:ko01000]
K10455,Ubiquitin system [BR:ko04121]
K10454,Ubiquitin system [BR:ko04121]
K07862,Transporters [BR:ko02000]
K02208,Enzymes [BR:ko01000]
K10451,Ubiquitin system [BR:ko04121]
K10450,Ubiquitin system [BR:ko04121]
K10453,Ubiquitin system [BR:ko04121]
K10452,Ubiquitin system [BR:ko04121]
K00666,Enzymes [BR:ko01000]
K00664,Enzymes [BR:ko01000]
K00663,Enzymes [BR:ko01000]
K00662,Enzymes [BR:ko01000]
K00661,Enzymes [BR:ko01000]
K11044,Enzymes [BR:ko01000]
K06997,NA
K06996,NA
K10999,Enzymes [BR:ko01000]
K06994,NA
K07468,Enzymes [BR:ko01000]
K07469,Enzymes [BR:ko01000]
K06991,NA
K10856,Enzymes [BR:ko01000]
K07464,Enzymes [BR:ko01000]
K07465,NA
K07467,NA
K07460,NA
K07461,NA
K06999,NA
K07463,NA
K11589,Chromosome [BR:ko03036]
K11858,Enzymes [BR:ko01000]
K09946,NA
K07918,GTP-binding proteins [BR:ko04031]
K14388,Transporters [BR:ko02000]
K09678,Enzymes [BR:ko01000]
K11852,Enzymes [BR:ko01000]
K11853,Enzymes [BR:ko01000]
K06442,Enzymes [BR:ko01000]
K11857,Enzymes [BR:ko01000]
K11854,Enzymes [BR:ko01000]
K11855,Enzymes [BR:ko01000]
K07486,NA
K07487,NA
K07484,NA
K07485,NA
K07482,NA
K07483,NA
K07480,NA
K07481,NA
K08674,Enzymes [BR:ko01000]
K10670,Enzymes [BR:ko01000]
K10673,KEGG modules [BR:ko00002]
K02282,Secretion system [BR:ko02044]
K10677,Enzymes [BR:ko01000]
K07489,NA
K15001,Enzymes [BR:ko01000]
K10503,Ubiquitin system [BR:ko04121]
K15003,Enzymes [BR:ko01000]
K00597,Enzymes [BR:ko01000]
K00596,Enzymes [BR:ko01000]
K00599,Enzymes [BR:ko01000]
K00598,Enzymes [BR:ko01000]
K15318,Polyketide biosynthesis proteins [BR:ko01008]
K00063,Enzymes [BR:ko01000]
K11059,Bacterial toxins [BR:ko02042]
K03286,Transporters [BR:ko02000]
K09939,NA
K08721,KEGG modules [BR:ko00002]
K09949,NA
K01288,Enzymes [BR:ko01000]
K07009,NA
K03665,Ribosome biogenesis [BR:ko03009]
K07002,NA
K07003,NA
K07000,NA
K07001,NA
K07006,NA
K07007,NA
K07004,NA
K07005,NA
K10077,Glycosaminoglycan binding proteins [BR:ko00536]
K05881,Transporters [BR:ko02000]
K10078,Lectins [BR:ko04091]
K10275,Ubiquitin system [BR:ko04121]
K10276,Enzymes [BR:ko01000]
K10271,Ubiquitin system [BR:ko04121]
K10270,Ubiquitin system [BR:ko04121]
K10273,Ubiquitin system [BR:ko04121]
K10272,Ubiquitin system [BR:ko04121]
K10279,Ubiquitin system [BR:ko04121]
K13636,Transcription factors [BR:ko03000]
K13637,Transcription factors [BR:ko03000]
K02168,Transporters [BR:ko02000]
K08465,G protein-coupled receptors [BR:ko04030]
K15134,Transcription machinery [BR:ko03021]
K08466,G protein-coupled receptors [BR:ko04030]
K08461,G protein-coupled receptors [BR:ko04030]
K15130,Transcription machinery [BR:ko03021]
K15645,Polyketide biosynthesis proteins [BR:ko01008]
K08462,G protein-coupled receptors [BR:ko04030]
K13026,Enzymes [BR:ko01000]
K00280,Enzymes [BR:ko01000]
K00118,Enzymes [BR:ko01000]
K03402,Transcription factors [BR:ko03000]
K00842,Enzymes [BR:ko01000]
K11378,Enzymes [BR:ko01000]
K01530,Enzymes [BR:ko01000]
K01531,Enzymes [BR:ko01000]
K01533,Enzymes [BR:ko01000]
K01534,Enzymes [BR:ko01000]
K01536,Enzymes [BR:ko01000]
K01537,Enzymes [BR:ko01000]
K15458,Transfer RNA biogenesis [BR:ko03016]
K10398,Chromosome [BR:ko03036]
K04484,DNA repair and recombination proteins [BR:ko03400]
K14191,Enzymes [BR:ko01000]
K15737,NA
K15736,Enzymes [BR:ko01000]
K15735,Transcription factors [BR:ko03000]
K15733,Enzymes [BR:ko01000]
K15732,Enzymes [BR:ko01000]
K14358,Peptidases [BR:ko01002]
K09181,NA
K14607,Enzymes [BR:ko01000]
K14352,Transporters [BR:ko02000]
K09184,Transcription factors [BR:ko03000]
K14350,Enzymes [BR:ko01000]
K14351,Enzymes [BR:ko01000]
K11985,Enzymes [BR:ko01000]
K15221,Transcription machinery [BR:ko03021]
K15220,Transcription machinery [BR:ko03021]
K15223,Transcription machinery [BR:ko03021]
K08592,Enzymes [BR:ko01000]
K15224,Transcription machinery [BR:ko03021]
K08596,Enzymes [BR:ko01000]
K01156,Enzymes [BR:ko01000]
K01405,Enzymes [BR:ko01000]
K01154,Enzymes [BR:ko01000]
K01407,Enzymes [BR:ko01000]
K01400,Enzymes [BR:ko01000]
K01153,Enzymes [BR:ko01000]
K01150,Enzymes [BR:ko01000]
K14998,Mitochondrial biogenesis [BR:ko03029]
K01409,Enzymes [BR:ko01000]
K09232,Transcription factors [BR:ko03000]
K09230,Transcription factors [BR:ko03000]
K00936,Enzymes [BR:ko01000]
K09239,Transcription factors [BR:ko03000]
K09238,Transcription factors [BR:ko03000]
K05882,Enzymes [BR:ko01000]
K14389,Transporters [BR:ko02000]
K05521,Enzymes [BR:ko01000]
K05520,Enzymes [BR:ko01000]
K05527,NA
K12518,Secretion system [BR:ko02044]
K05524,NA
K14726,Transporters [BR:ko02000]
K04985,Cytoskeleton proteins [BR:ko04812]
K13179,Enzymes [BR:ko01000]
K02621,Enzymes [BR:ko01000]
K08284,Transporters [BR:ko02000]
K08287,Enzymes [BR:ko01000]
K08286,Enzymes [BR:ko01000]
K02625,Transporters [BR:ko02000]
K02624,Transcription factors [BR:ko03000]
K08282,Enzymes [BR:ko01000]
K01273,Enzymes [BR:ko01000]
K15829,NA
K15828,NA
K12514,Secretion system [BR:ko02044]
K07024,NA
K12515,Secretion system [BR:ko02044]
K01271,Enzymes [BR:ko01000]
K03578,Enzymes [BR:ko01000]
K03579,Enzymes [BR:ko01000]
K03576,Transcription factors [BR:ko03000]
K03577,KEGG modules [BR:ko00002]
K03574,Enzymes [BR:ko01000]
K05779,KEGG modules [BR:ko00002]
K02574,NA
K03570,Chromosome [BR:ko03036]
K03571,Chromosome [BR:ko03036]
K12510,Secretion system [BR:ko02044]
K15259,Enzymes [BR:ko01000]
K12511,Secretion system [BR:ko02044]
K03972,NA
K03973,Transcription factors [BR:ko03000]
K03970,Prokaryotic defense system [BR:ko02048]
K03971,NA
K03976,Enzymes [BR:ko01000]
K03977,Ribosome biogenesis [BR:ko03009]
K03974,Transcription factors [BR:ko03000]
K03975,NA
K09527,Chaperones and folding catalysts [BR:ko03110]
K13172,Spliceosome [BR:ko03041]
K03978,Chromosome [BR:ko03036]
K03979,Enzymes [BR:ko01000]
K14778,Enzymes [BR:ko01000]
K14779,Enzymes [BR:ko01000]
K09520,Chaperones and folding catalysts [BR:ko03110]
K02199,Chaperones and folding catalysts [BR:ko03110]
K02198,Transporters [BR:ko02000]
K08138,Transporters [BR:ko02000]
K08137,Transporters [BR:ko02000]
K02192,NA
K08134,Chaperones and folding catalysts [BR:ko03110]
K02197,NA
K03650,Enzymes [BR:ko01000]
K08130,Proteoglycans [BR:ko00535]
K13195,Spliceosome [BR:ko03041]
K03718,Transcription factors [BR:ko03000]
K03719,Transcription factors [BR:ko03000]
K13191,Transcription machinery [BR:ko03021]
K13192,Protein phosphatases and associated proteins [BR:ko01009]
K03712,Transcription factors [BR:ko03000]
K03713,Transcription factors [BR:ko03000]
K02379,NA
K03711,Transcription factors [BR:ko03000]
K13199,Spliceosome [BR:ko03041]
K03717,Transcription factors [BR:ko03000]
K00046,Enzymes [BR:ko01000]
K09422,Transcription factors [BR:ko03000]
K09423,Transcription factors [BR:ko03000]
K03488,Transcription factors [BR:ko03000]
K03489,Transcription factors [BR:ko03000]
K09426,Transcription factors [BR:ko03000]
K02173,NA
K12290,Secretion system [BR:ko02044]
K03482,Transcription factors [BR:ko03000]
K03483,Transcription factors [BR:ko03000]
K03480,Transcription factors [BR:ko03000]
K03481,Transcription factors [BR:ko03000]
K03486,Transcription factors [BR:ko03000]
K03487,Transcription factors [BR:ko03000]
K03484,Transcription factors [BR:ko03000]
K03658,Enzymes [BR:ko01000]
K06416,NA
K06945,NA
K12262,NA
K14611,Transporters [BR:ko02000]
K12684,Enzymes [BR:ko01000]
K11285,Chromosome [BR:ko03036]
K07128,NA
K02525,Transcription factors [BR:ko03000]
K06947,Enzymes [BR:ko01000]
K02283,Secretion system [BR:ko02044]
K12297,Enzymes [BR:ko01000]
K03808,NA
K02280,Secretion system [BR:ko02044]
K03806,NA
K06412,NA
K03804,Chromosome [BR:ko03036]
K03805,Chaperones and folding catalysts [BR:ko03110]
K03802,Enzymes [BR:ko01000]
K03803,Transcription machinery [BR:ko03021]
K06413,NA
K03626,NA
K03627,NA
K03624,Transcription machinery [BR:ko03021]
K03625,Transcription machinery [BR:ko03021]
K08865,Enzymes [BR:ko01000]
K06410,NA
K08867,Enzymes [BR:ko01000]
K11923,Transcription factors [BR:ko03000]
K08869,Protein kinases [BR:ko01001]
K07148,NA
K03395,Enzymes [BR:ko01000]
K06298,NA
K06299,NA
K06294,NA
K06295,NA
K06296,Transporters [BR:ko02000]
K06297,NA
K06290,NA
K06291,NA
K06292,Transporters [BR:ko02000]
K06293,NA
K11931,Enzymes [BR:ko01000]
K11930,NA
K11933,Enzymes [BR:ko01000]
K11932,NA
K11935,NA
K11934,Transporters [BR:ko02000]
K11937,NA
K11936,Enzymes [BR:ko01000]
K11939,Transporters [BR:ko02000]
K11938,Enzymes [BR:ko01000]
K09735,NA
K09732,NA
K09730,NA
K07142,Enzymes [BR:ko01000]
K13205,Spliceosome [BR:ko03041]
K13207,Spliceosome [BR:ko03041]
K13206,Spliceosome [BR:ko03041]
K13201,Messenger RNA biogenesis [BR:ko03019]
K06418,NA
K07140,NA
K13208,Messenger RNA biogenesis [BR:ko03019]
K11929,Transporters [BR:ko02000]
K02426,NA
K07470,NA
K12007,Enzymes [BR:ko01000]
K11210,Enzymes [BR:ko01000]
K10624,Enzymes [BR:ko01000]
K07271,Enzymes [BR:ko01000]
K07270,NA
K07273,NA
K07272,Enzymes [BR:ko01000]
K07275,NA
K07274,Transporters [BR:ko02000]
K07277,Mitochondrial biogenesis [BR:ko03029]
K07276,NA
K07279,Transporters [BR:ko02000]
K07278,Transporters [BR:ko02000]
K07016,Prokaryotic defense system [BR:ko02048]
K09888,Chromosome [BR:ko03036]
K09889,Ribosome biogenesis [BR:ko03009]
K09707,NA
K12979,Enzymes [BR:ko01000]
K12203,Secretion system [BR:ko02044]
K09884,Transporters [BR:ko02000]
K09885,Transporters [BR:ko02000]
K12136,Enzymes [BR:ko01000]
K12137,Enzymes [BR:ko01000]
K06610,Transporters [BR:ko02000]
K12206,Secretion system [BR:ko02044]
K11730,NA
K12138,Enzymes [BR:ko01000]
K12139,Enzymes [BR:ko01000]
K06616,Enzymes [BR:ko01000]
K11734,Transporters [BR:ko02000]
K10468,Ubiquitin system [BR:ko04121]
K10469,Ubiquitin system [BR:ko04121]
K06872,NA
K11446,Enzymes [BR:ko01000]
K11117,DNA replication proteins [BR:ko03032]
K12204,Secretion system [BR:ko02044]
K06876,NA
K11442,Enzymes [BR:ko01000]
K10460,Ubiquitin system [BR:ko04121]
K10461,Ubiquitin system [BR:ko04121]
K11119,DNA replication proteins [BR:ko03032]
K11118,DNA replication proteins [BR:ko03032]
K10464,Ubiquitin system [BR:ko04121]
K10465,Ubiquitin system [BR:ko04121]
K10466,Ubiquitin system [BR:ko04121]
K10467,Ubiquitin system [BR:ko04121]
K00612,Enzymes [BR:ko01000]
K02482,Enzymes [BR:ko01000]
K08177,Transporters [BR:ko02000]
K10629,Enzymes [BR:ko01000]
K07856,GTP-binding proteins [BR:ko04031]
K02484,Enzymes [BR:ko01000]
K08608,Enzymes [BR:ko01000]
K07479,NA
K07478,NA
K15116,Transporters [BR:ko02000]
K10864,DNA repair and recombination proteins [BR:ko03400]
K08600,Enzymes [BR:ko01000]
K08603,Enzymes [BR:ko01000]
K08602,Enzymes [BR:ko01000]
K07476,NA
K10862,Enzymes [BR:ko01000]
K10863,Enzymes [BR:ko01000]
K09956,NA
K11848,Enzymes [BR:ko01000]
K09954,NA
K09955,NA
K09952,Enzymes [BR:ko01000]
K09953,Lipopolysaccharide biosynthesis proteins [BR:ko01005]
K11021,Bacterial toxins [BR:ko02042]
K09951,Prokaryotic defense system [BR:ko02048]
K11840,Enzymes [BR:ko01000]
K11843,Enzymes [BR:ko01000]
K11842,Enzymes [BR:ko01000]
K09200,Transcription factors [BR:ko03000]
K09958,NA
K10513,Ubiquitin system [BR:ko04121]
K07495,NA
K07494,NA
K07497,NA
K07496,NA
K07491,NA
K07490,Transporters [BR:ko02000]
K07493,NA
K07492,NA
K07499,NA
K07498,NA
K09207,Transcription factors [BR:ko03000]
K11209,Enzymes [BR:ko01000]
K11208,NA
K15034,Translation factors [BR:ko03012]
K11203,KEGG modules [BR:ko00002]
K11202,KEGG modules [BR:ko00002]
K11201,KEGG modules [BR:ko00002]
K10254,Enzymes [BR:ko01000]
K13300,NA
K12032,Ubiquitin system [BR:ko04121]
K14813,Enzymes [BR:ko01000]
K07019,NA
K07018,NA
K14812,Enzymes [BR:ko01000]
K15119,Transporters [BR:ko02000]
K07871,GTP-binding proteins [BR:ko04031]
K07011,NA
K07010,Peptidases [BR:ko01002]
K07013,NA
K07012,Enzymes [BR:ko01000]
K07015,NA
K15415,Polyketide biosynthesis proteins [BR:ko01008]
K07017,NA
K07878,GTP-binding proteins [BR:ko04031]
K05793,NA
K09788,NA
K04281,NA
K08073,Enzymes [BR:ko01000]
K15108,Transporters [BR:ko02000]
K15109,Transporters [BR:ko02000]
K08071,Enzymes [BR:ko01000]
K15100,Transporters [BR:ko02000]
K05516,Chaperones and folding catalysts [BR:ko03110]
K15102,Transporters [BR:ko02000]
K15104,Transporters [BR:ko02000]
K15105,Transporters [BR:ko02000]
K05517,Transporters [BR:ko02000]
K10644,Enzymes [BR:ko01000]
K10645,Enzymes [BR:ko01000]
K10641,Enzymes [BR:ko01000]
K10642,Enzymes [BR:ko01000]
K00433,Enzymes [BR:ko01000]
K00436,Enzymes [BR:ko01000]
K00437,Enzymes [BR:ko01000]
K15691,Enzymes [BR:ko01000]
K15693,Ubiquitin system [BR:ko04121]
K07472,NA
K07265,NA
K06379,Enzymes [BR:ko01000]
K07183,NA
K14189,Enzymes [BR:ko01000]
K13093,Spliceosome [BR:ko03041]
K15050,Mitochondrial biogenesis [BR:ko03029]
K07182,NA
K13094,Spliceosome [BR:ko03041]
K15051,NA
K13095,Spliceosome [BR:ko03041]
K15743,Enzymes [BR:ko01000]
K15216,Transcription machinery [BR:ko03021]
K07180,NA
K15210,Transcription machinery [BR:ko03021]
K14348,Transcription factors [BR:ko03000]
K15212,Transcription machinery [BR:ko03021]
K07731,Transcription factors [BR:ko03000]
K14613,Transporters [BR:ko02000]
K14347,Transporters [BR:ko02000]
K14453,Transporters [BR:ko02000]
K15218,Transcription machinery [BR:ko03021]
K15219,Transcription machinery [BR:ko03021]
K14343,Transporters [BR:ko02000]
K13918,NA
K01238,Enzymes [BR:ko01000]
K08675,Enzymes [BR:ko01000]
K01894,Enzymes [BR:ko01000]
K04601,G protein-coupled receptors [BR:ko04030]
K04600,G protein-coupled receptors [BR:ko04030]
K01235,Enzymes [BR:ko01000]
K04602,G protein-coupled receptors [BR:ko04030]
K01413,Enzymes [BR:ko01000]
K01412,Enzymes [BR:ko01000]
K01411,Enzymes [BR:ko01000]
K01410,Enzymes [BR:ko01000]
K01417,Enzymes [BR:ko01000]
K01416,Enzymes [BR:ko01000]
K01415,Enzymes [BR:ko01000]
K01414,Enzymes [BR:ko01000]
K01419,Enzymes [BR:ko01000]
K06216,Transporters [BR:ko02000]
K06217,NA
K09930,NA
K03441,Transporters [BR:ko02000]
K00947,NA
K09931,NA
K06212,Transporters [BR:ko02000]
K01090,Enzymes [BR:ko01000]
K09933,Peptidases [BR:ko01002]
K01098,Enzymes [BR:ko01000]
K01526,Enzymes [BR:ko01000]
K15368,NA
K15369,NA
K02616,Transcription factors [BR:ko03000]
K02617,NA
K11066,Enzymes [BR:ko01000]
K03569,Chromosome [BR:ko03036]
K03568,Peptidases [BR:ko01002]
K15314,Polyketide biosynthesis proteins [BR:ko01008]
K03565,DNA repair and recombination proteins [BR:ko03400]
K03564,Enzymes [BR:ko01000]
K03567,Transcription factors [BR:ko03000]
K03566,Transcription factors [BR:ko03000]
K03561,Transporters [BR:ko02000]
K03560,Transporters [BR:ko02000]
K03562,Transporters [BR:ko02000]
K10297,Ubiquitin system [BR:ko04121]
K07821,Transporters [BR:ko02000]
K14763,Ribosome biogenesis [BR:ko03009]
K14762,Ribosome biogenesis [BR:ko03009]
K14761,Ribosome biogenesis [BR:ko03009]
K14767,Ribosome biogenesis [BR:ko03009]
K14766,Ribosome biogenesis [BR:ko03009]
K14765,Ribosome biogenesis [BR:ko03009]
K14764,Ribosome biogenesis [BR:ko03009]
K09552,Enzymes [BR:ko01000]
K15356,Transporters [BR:ko02000]
K14769,Ribosome biogenesis [BR:ko03009]
K06365,Enzymes [BR:ko01000]
