kegg,level_1,level_2
K09246,NA,NA
K09247,NA,NA
K09244,NA,NA
K09242,NA,NA
K09243,Cellular Processes,Transport and catabolism
K09240,NA,NA
K09241,NA,NA
K09248,NA,NA
K09249,NA,NA
K02052,NA,NA
K02053,NA,NA
K02050,NA,NA
K05555,Metabolism,Metabolism of terpenoids and polyketides
K02056,NA,NA
K02057,NA,NA
K02054,NA,NA
K02055,NA,NA
K02058,NA,NA
K05559,NA,NA
K03895,Metabolism,Amino acid metabolism
K03894,Metabolism,Amino acid metabolism
K03897,Metabolism,Amino acid metabolism
K03896,Metabolism,Amino acid metabolism
K03893,NA,NA
K03892,NA,NA
K03899,Organismal Systems,Immune system
K03898,Organismal Systems,Immune system
K05343,Metabolism,Carbohydrate metabolism
K02422,Cellular Processes,Cell motility
K05341,Metabolism,Carbohydrate metabolism
K12989,NA,NA
K12988,NA,NA
K08116,NA,NA
K12981,Metabolism,Glycan biosynthesis and metabolism
K09611,NA,NA
K12983,NA,NA
K12982,NA,NA
K12985,NA,NA
K12984,NA,NA
K12987,NA,NA
K05346,NA,NA
K13854,NA,NA
K13855,Organismal Systems,Digestive system
K13856,NA,NA
K13850,Human Diseases,Infectious diseases
K03098,NA,NA
K13853,Metabolism,Overview
K03095,NA,NA
K03094,Genetic Information Processing,"Folding, sorting and degradation"
K03097,Genetic Information Processing,Translation
K02424,Environmental Information Processing,Membrane transport
K03091,NA,NA
K03090,NA,NA
K03093,NA,NA
K03092,Environmental Information Processing,Signal transduction
K06117,Metabolism,Lipid metabolism
K06116,Metabolism,Lipid metabolism
K06115,NA,NA
K06114,Cellular Processes,Cell growth and death
K06113,NA,NA
K06112,Environmental Information Processing,Signal transduction
K06111,Cellular Processes,Cellular commiunity
K09610,NA,NA
K05349,Metabolism,Carbohydrate metabolism
K06119,Metabolism,Lipid metabolism
K06118,Metabolism,Carbohydrate metabolism
K12183,Cellular Processes,Transport and catabolism
K12182,Cellular Processes,Transport and catabolism
K12185,Cellular Processes,Transport and catabolism
K12189,Cellular Processes,Transport and catabolism
K08118,NA,NA
K05716,NA,NA
K06953,NA,NA
K05711,Metabolism,Overview
K08838,NA,NA
K03773,NA,NA
K05713,Metabolism,Overview
K06952,NA,NA
K04844,NA,NA
K11984,Genetic Information Processing,Transcription
K11633,Environmental Information Processing,Signal transduction
K11630,Environmental Information Processing,Signal transduction
K11631,Environmental Information Processing,Membrane transport
K11636,Environmental Information Processing,Signal transduction
K11637,Environmental Information Processing,Signal transduction
K11634,Environmental Information Processing,Signal transduction
K11635,Environmental Information Processing,Signal transduction
K11638,Environmental Information Processing,Signal transduction
K11639,Environmental Information Processing,Signal transduction
K10583,Genetic Information Processing,"Folding, sorting and degradation"
K10582,Genetic Information Processing,"Folding, sorting and degradation"
K10581,Genetic Information Processing,"Folding, sorting and degradation"
K10587,Genetic Information Processing,"Folding, sorting and degradation"
K10586,Genetic Information Processing,"Folding, sorting and degradation"
K10589,Genetic Information Processing,"Folding, sorting and degradation"
K06950,NA,NA
K07572,NA,NA
K07573,Genetic Information Processing,"Folding, sorting and degradation"
K07570,NA,NA
K07571,NA,NA
K07576,NA,NA
K07577,NA,NA
K07574,NA,NA
K07575,NA,NA
K07578,NA,NA
K07579,NA,NA
K11189,NA,NA
K06957,NA,NA
K11184,NA,NA
K11185,Metabolism,Metabolism of other amino acids
K11186,Metabolism,Metabolism of other amino acids
K11187,Cellular Processes,Transport and catabolism
K11180,Metabolism,Energy metabolism
K11181,Metabolism,Energy metabolism
K10769,NA,NA
K10764,Metabolism,Energy metabolism
K10763,NA,NA
K10762,NA,NA
K10761,NA,NA
K10760,Metabolism,Metabolism of terpenoids and polyketides
K01938,Metabolism,Overview
K01939,Metabolism,Nucleotide metabolism
K01934,Metabolism,Metabolism of cofactors and vitamins
K01935,Metabolism,Metabolism of cofactors and vitamins
K01937,Metabolism,Nucleotide metabolism
K01930,Metabolism,Metabolism of cofactors and vitamins
K01933,Metabolism,Nucleotide metabolism
K01169,NA,NA
K07798,Environmental Information Processing,Signal transduction
K07799,Environmental Information Processing,Signal transduction
K07796,Environmental Information Processing,Signal transduction
K07797,Environmental Information Processing,Signal transduction
K07794,Environmental Information Processing,Signal transduction
K07795,Environmental Information Processing,Signal transduction
K07792,Environmental Information Processing,Signal transduction
K07793,Environmental Information Processing,Signal transduction
K07790,Environmental Information Processing,Signal transduction
K07791,NA,NA
K04407,Environmental Information Processing,Signal transduction
K06955,NA,NA
K04406,Environmental Information Processing,Signal transduction
K02356,NA,NA
K06379,NA,NA
K00968,Metabolism,Lipid metabolism
K06378,NA,NA
K14960,NA,NA
K09817,Environmental Information Processing,Membrane transport
K15788,Metabolism,Carbohydrate metabolism
K09816,Environmental Information Processing,Membrane transport
K15789,Metabolism,Amino acid metabolism
K09815,Environmental Information Processing,Membrane transport
K09814,Environmental Information Processing,Membrane transport
K09813,Environmental Information Processing,Membrane transport
K13110,NA,NA
K09811,Environmental Information Processing,Membrane transport
K06370,NA,NA
K01246,Genetic Information Processing,Replication and repair
K01247,Genetic Information Processing,Replication and repair
K01244,Metabolism,Amino acid metabolism
K01245,NA,NA
K01243,Metabolism,Overview
K01240,Metabolism,Nucleotide metabolism
K01241,Metabolism,Nucleotide metabolism
K14536,Genetic Information Processing,Translation
K08817,NA,NA
K02919,Genetic Information Processing,Translation
K02913,Genetic Information Processing,Translation
K02912,Genetic Information Processing,Translation
K02911,Genetic Information Processing,Translation
K02910,Genetic Information Processing,Translation
K05637,Environmental Information Processing,Signal transduction
K05636,Environmental Information Processing,Signal transduction
K02915,Genetic Information Processing,Translation
K02914,Genetic Information Processing,Translation
K00228,Metabolism,Metabolism of cofactors and vitamins
K00227,Metabolism,Lipid metabolism
K09857,NA,NA
K00223,Metabolism,Lipid metabolism
K00222,Metabolism,Lipid metabolism
K00221,NA,NA
K00220,Metabolism,Overview
K01799,Metabolism,Carbohydrate metabolism
K01068,Metabolism,Lipid metabolism
K01069,Metabolism,Carbohydrate metabolism
K15842,Human Diseases,Infectious diseases
K01062,Metabolism,Lipid metabolism
K01063,Metabolism,Metabolism of terpenoids and polyketides
K01060,Metabolism,Biosynthesis of other secondary metabolites
K01061,Metabolism,Xenobiotics biodegradation and metabolism
K01794,Metabolism,Glycan biosynthesis and metabolism
K01795,NA,NA
K01796,Metabolism,Lipid metabolism
K09856,NA,NA
K05499,NA,NA
K14468,Metabolism,Overview
K14464,Metabolism,Glycan biosynthesis and metabolism
K14465,Metabolism,Overview
K14467,Metabolism,Overview
K14461,Organismal Systems,Digestive system
K14462,Organismal Systems,Digestive system
K02994,Genetic Information Processing,Translation
K13972,Human Diseases,Infectious diseases
K04441,Environmental Information Processing,Signal transduction
K02261,Metabolism,Energy metabolism
K02260,Metabolism,Energy metabolism
K02263,Metabolism,Energy metabolism
K02262,Metabolism,Energy metabolism
K09718,NA,NA
K02267,Metabolism,Energy metabolism
K02266,Metabolism,Energy metabolism
K03793,NA,NA
K03790,NA,NA
K03791,NA,NA
K03796,NA,NA
K03797,NA,NA
K03794,Metabolism,Metabolism of cofactors and vitamins
K03795,Metabolism,Metabolism of cofactors and vitamins
K03798,NA,NA
K03799,NA,NA
K09991,NA,NA
K13119,NA,NA
K13118,NA,NA
K13449,Environmental Information Processing,Signal transduction
K13448,Organismal Systems,Environmental adaptation
K13115,NA,NA
K13114,Genetic Information Processing,Translation
K13117,NA,NA
K13444,Cellular Processes,Transport and catabolism
K13111,NA,NA
K13442,NA,NA
K13113,Organismal Systems,Aging
K13112,NA,NA
K12538,NA,NA
K12539,Environmental Information Processing,Membrane transport
K12530,Environmental Information Processing,Signal transduction
K12531,Environmental Information Processing,Signal transduction
K12532,Environmental Information Processing,Signal transduction
K12534,NA,NA
K12535,NA,NA
K12536,Environmental Information Processing,Membrane transport
K12537,NA,NA
K00316,Metabolism,Amino acid metabolism
K04440,Genetic Information Processing,"Folding, sorting and degradation"
K03136,Genetic Information Processing,Transcription
K03137,Genetic Information Processing,Transcription
K03134,Genetic Information Processing,Transcription
K03135,Genetic Information Processing,Transcription
K03132,Genetic Information Processing,Transcription
K03133,Genetic Information Processing,Transcription
K03130,Genetic Information Processing,Transcription
K03131,Genetic Information Processing,Transcription
K03138,Genetic Information Processing,Transcription
K03139,Genetic Information Processing,Transcription
K14597,Metabolism,Metabolism of terpenoids and polyketides
K09790,NA,NA
K09791,NA,NA
K09792,NA,NA
K09793,NA,NA
K09794,NA,NA
K09795,NA,NA
K06568,NA,NA
K09797,NA,NA
K06566,NA,NA
K09799,NA,NA
K06562,Cellular Processes,Transport and catabolism
K06563,Cellular Processes,Transport and catabolism
K06560,Cellular Processes,Transport and catabolism
K06561,NA,NA
K07969,Metabolism,Glycan biosynthesis and metabolism
K07968,Metabolism,Glycan biosynthesis and metabolism
K07965,Metabolism,Glycan biosynthesis and metabolism
K07964,Metabolism,Glycan biosynthesis and metabolism
K07966,Metabolism,Carbohydrate metabolism
K09014,NA,NA
K05651,Environmental Information Processing,Membrane transport
K10972,NA,NA
K10973,NA,NA
K10977,Metabolism,Overview
K10974,NA,NA
K10975,NA,NA
K10978,Metabolism,Overview
K10979,Genetic Information Processing,Replication and repair
K06308,NA,NA
K06309,NA,NA
K00315,Metabolism,Amino acid metabolism
K09862,NA,NA
K06300,NA,NA
K06301,NA,NA
K06306,NA,NA
K09867,Organismal Systems,Digestive system
K06304,NA,NA
K06305,NA,NA
K11373,NA,NA
K11372,NA,NA
K11374,NA,NA
K11378,NA,NA
K10838,Genetic Information Processing,Replication and repair
K14497,Environmental Information Processing,Signal transduction
K10397,NA,NA
K10394,NA,NA
K10395,NA,NA
K10392,NA,NA
K10393,NA,NA
K10398,NA,NA
K04047,NA,NA
K04046,NA,NA
K04045,NA,NA
K04044,NA,NA
K04043,Genetic Information Processing,"Folding, sorting and degradation"
K04042,Metabolism,Carbohydrate metabolism
K04041,Metabolism,Overview
K14100,NA,NA
K10020,Environmental Information Processing,Membrane transport
K10021,Environmental Information Processing,Membrane transport
K10022,Environmental Information Processing,Membrane transport
K10023,Environmental Information Processing,Membrane transport
K10024,Environmental Information Processing,Membrane transport
K10026,Metabolism,Metabolism of cofactors and vitamins
K10027,Metabolism,Metabolism of terpenoids and polyketides
K10028,NA,NA
K11294,Human Diseases,Infectious diseases
K04228,Environmental Information Processing,Signal transduction
K15617,Human Diseases,Cancers
K13612,NA,NA
K13613,NA,NA
K13611,NA,NA
K13616,NA,NA
K13617,NA,NA
K13614,NA,NA
K13615,NA,NA
K15474,Human Diseases,Infectious diseases
K15475,Human Diseases,Infectious diseases
K15471,NA,NA
K15473,Human Diseases,Infectious diseases
K15479,Human Diseases,Infectious diseases
K05794,NA,NA
K05795,NA,NA
K05796,NA,NA
K05790,NA,NA
K05791,NA,NA
K05792,NA,NA
K05793,NA,NA
K05798,NA,NA
K05799,NA,NA
K01474,Metabolism,Amino acid metabolism
K01477,Metabolism,Nucleotide metabolism
K01476,Metabolism,Overview
K01471,Metabolism,Xenobiotics biodegradation and metabolism
K01470,Metabolism,Amino acid metabolism
K01473,Metabolism,Amino acid metabolism
K01479,Metabolism,Amino acid metabolism
K01478,Metabolism,Amino acid metabolism
K09263,NA,NA
K09265,Environmental Information Processing,Signal transduction
K09269,NA,NA
K05570,NA,NA
K05571,NA,NA
K05572,Metabolism,Energy metabolism
K05573,Metabolism,Energy metabolism
K02078,NA,NA
K05575,Metabolism,Energy metabolism
K05576,Metabolism,Energy metabolism
K08017,NA,NA
K05578,Metabolism,Energy metabolism
K02075,NA,NA
K02076,NA,NA
K02077,NA,NA
K02071,Environmental Information Processing,Membrane transport
K02072,Environmental Information Processing,Membrane transport
K02073,Environmental Information Processing,Membrane transport
K03309,NA,NA
K03308,NA,NA
K03305,NA,NA
K03304,NA,NA
K03307,NA,NA
K14691,NA,NA
K03300,NA,NA
K03303,NA,NA
K04445,Environmental Information Processing,Signal transduction
K06191,NA,NA
K14705,NA,NA
K14704,Organismal Systems,Digestive system
K14707,NA,NA
K14706,Organismal Systems,Digestive system
K14701,NA,NA
K14700,NA,NA
K14703,NA,NA
K14702,Organismal Systems,Endocrine system
K06831,NA,NA
K14709,NA,NA
K14708,NA,NA
K06186,NA,NA
K06639,Cellular Processes,Cell growth and death
K09651,NA,NA
K06188,NA,NA
K06173,NA,NA
K06175,NA,NA
K06174,NA,NA
K09657,Metabolism,Glycan biosynthesis and metabolism
K09656,Metabolism,Glycan biosynthesis and metabolism
K06179,NA,NA
K06178,NA,NA
K07680,Environmental Information Processing,Signal transduction
K06631,Environmental Information Processing,Signal transduction
K10990,Genetic Information Processing,Replication and repair
K06850,Organismal Systems,Development
K11618,Environmental Information Processing,Signal transduction
K11619,Environmental Information Processing,Signal transduction
K10447,Genetic Information Processing,"Folding, sorting and degradation"
K11614,Environmental Information Processing,Signal transduction
K11615,Environmental Information Processing,Signal transduction
K11616,Environmental Information Processing,Signal transduction
K11617,Environmental Information Processing,Signal transduction
K11610,NA,NA
K11963,Environmental Information Processing,Membrane transport
K11960,Environmental Information Processing,Membrane transport
K11961,Environmental Information Processing,Membrane transport
K06795,NA,NA
K06794,NA,NA
K07856,NA,NA
K10569,Genetic Information Processing,Replication and repair
K05288,Metabolism,Glycan biosynthesis and metabolism
K06793,Environmental Information Processing,Signaling molecules and interaction
K06792,NA,NA
K10565,Cellular Processes,Cell motility
K13039,Metabolism,Energy metabolism
K10561,Environmental Information Processing,Membrane transport
K10560,Environmental Information Processing,Membrane transport
K10563,Genetic Information Processing,Replication and repair
K10562,Environmental Information Processing,Membrane transport
K05286,Metabolism,Glycan biosynthesis and metabolism
K06858,Environmental Information Processing,Membrane transport
K13037,Metabolism,Enzyme families
K06859,Metabolism,Overview
K09930,NA,NA
K12700,NA,NA
K13035,Metabolism,Metabolism of other amino acids
K07558,NA,NA
K07559,NA,NA
K07228,NA,NA
K07229,NA,NA
K07226,NA,NA
K07555,NA,NA
K07224,NA,NA
K07557,NA,NA
K07222,NA,NA
K07223,NA,NA
K07552,NA,NA
K07221,NA,NA
K05631,Environmental Information Processing,Signal transduction
K10709,NA,NA
K10708,NA,NA
K10701,Metabolism,Overview
K10700,Metabolism,Overview
K10702,Metabolism,Overview
K10705,Metabolism,Carbohydrate metabolism
K10706,NA,NA
K05985,NA,NA
K05635,Environmental Information Processing,Signal transduction
K05984,NA,NA
K14698,Environmental Information Processing,Membrane transport
K08202,Human Diseases,Cancers
K08656,NA,NA
K08657,NA,NA
K08654,NA,NA
K08655,NA,NA
K08652,NA,NA
K08653,Genetic Information Processing,"Folding, sorting and degradation"
K08651,NA,NA
K06839,Organismal Systems,Development
K08658,Metabolism,Metabolism of terpenoids and polyketides
K08659,NA,NA
K11136,NA,NA
K07451,NA,NA
K06248,Environmental Information Processing,Signal transduction
K00679,Metabolism,Lipid metabolism
K07101,NA,NA
K15289,NA,NA
K07452,NA,NA
K00226,Metabolism,Nucleotide metabolism
K15283,NA,NA
K07107,NA,NA
K15280,NA,NA
K15287,NA,NA
K15285,NA,NA
K07106,Metabolism,Carbohydrate metabolism
K09707,NA,NA
K06798,NA,NA
K07457,NA,NA
K06066,Environmental Information Processing,Signal transduction
K15621,Human Diseases,Cancers
K07104,Metabolism,Overview
K09705,NA,NA
K15192,NA,NA
K00029,Metabolism,Overview
K00028,Metabolism,Overview
K00799,Metabolism,Metabolism of other amino acids
K00798,Metabolism,Metabolism of cofactors and vitamins
K00797,Metabolism,Amino acid metabolism
K09703,NA,NA
K00027,Metabolism,Overview
K00794,Metabolism,Metabolism of cofactors and vitamins
K00021,Metabolism,Metabolism of terpenoids and polyketides
K00020,Metabolism,Amino acid metabolism
K00791,Metabolism,Metabolism of terpenoids and polyketides
K00790,Metabolism,Carbohydrate metabolism
K01268,NA,NA
K01269,NA,NA
K09015,NA,NA
K00673,Metabolism,Amino acid metabolism
K09013,NA,NA
K09701,NA,NA
K09011,Metabolism,Overview
K01260,NA,NA
K01261,NA,NA
K01262,NA,NA
K01263,NA,NA
K01264,NA,NA
K01265,NA,NA
K09019,Metabolism,Nucleotide metabolism
K01267,NA,NA
K08227,NA,NA
K08226,NA,NA
K08225,NA,NA
K08224,NA,NA
K08223,NA,NA
K08222,NA,NA
K08221,NA,NA
K08220,NA,NA
K00677,Metabolism,Glycan biosynthesis and metabolism
K08229,NA,NA
K00249,Metabolism,Overview
K01790,Metabolism,Metabolism of terpenoids and polyketides
K01791,Metabolism,Carbohydrate metabolism
K00241,Metabolism,Overview
K00240,Metabolism,Overview
K00243,NA,NA
K00242,Metabolism,Overview
K00245,Metabolism,Overview
K00244,Metabolism,Overview
K00247,Metabolism,Overview
K00246,Metabolism,Overview
K01793,Metabolism,Glycan biosynthesis and metabolism
K15849,Metabolism,Overview
K01067,Metabolism,Carbohydrate metabolism
K06983,NA,NA
K09939,NA,NA
K02799,Metabolism,Carbohydrate metabolism
K02798,Metabolism,Carbohydrate metabolism
K02790,Metabolism,Carbohydrate metabolism
K02793,Metabolism,Carbohydrate metabolism
K02795,Metabolism,Carbohydrate metabolism
K02794,Metabolism,Carbohydrate metabolism
K02796,Metabolism,Carbohydrate metabolism
K04564,Environmental Information Processing,Signal transduction
K04565,Cellular Processes,Transport and catabolism
K04566,Genetic Information Processing,Translation
K01047,Metabolism,Lipid metabolism
K01040,Metabolism,Carbohydrate metabolism
K04561,Metabolism,Energy metabolism
K01042,Metabolism,Metabolism of other amino acids
K04563,Environmental Information Processing,Signal transduction
K01048,Metabolism,Lipid metabolism
K04569,Human Diseases,Neurodegenerative diseases
K02535,Metabolism,Glycan biosynthesis and metabolism
K02242,NA,NA
K02537,Cellular Processes,Cell growth and death
K10661,Genetic Information Processing,"Folding, sorting and degradation"
K02247,NA,NA
K02530,NA,NA
K02245,NA,NA
K02244,NA,NA
K10666,Genetic Information Processing,"Folding, sorting and degradation"
K02249,NA,NA
K02248,NA,NA
K02538,NA,NA
K10667,NA,NA
K02959,Genetic Information Processing,Translation
K13137,Genetic Information Processing,Translation
K13136,Genetic Information Processing,Translation
K13133,Genetic Information Processing,Translation
K13131,Genetic Information Processing,Translation
K13429,Organismal Systems,Environmental adaptation
K13428,Organismal Systems,Environmental adaptation
K15011,Environmental Information Processing,Signal transduction
K13254,NA,NA
K13421,Metabolism,Nucleotide metabolism
K13420,Organismal Systems,Environmental adaptation
K15018,Metabolism,Overview
K15019,Metabolism,Overview
K10918,Human Diseases,Infectious diseases
K03110,Genetic Information Processing,"Folding, sorting and degradation"
K03111,Genetic Information Processing,Replication and repair
K03112,NA,NA
K03113,Genetic Information Processing,Translation
K08829,NA,NA
K08828,NA,NA
K03116,Genetic Information Processing,"Folding, sorting and degradation"
K03117,Genetic Information Processing,"Folding, sorting and degradation"
K03118,Genetic Information Processing,"Folding, sorting and degradation"
K03119,Metabolism,Energy metabolism
K08827,NA,NA
K08826,NA,NA
K08821,Human Diseases,Cancers
K08823,NA,NA
K06548,Environmental Information Processing,Signaling molecules and interaction
K12553,Metabolism,Glycan biosynthesis and metabolism
K12551,Metabolism,Glycan biosynthesis and metabolism
K12556,Metabolism,Glycan biosynthesis and metabolism
K12557,NA,NA
K12554,Metabolism,Glycan biosynthesis and metabolism
K12555,Metabolism,Glycan biosynthesis and metabolism
K06092,Environmental Information Processing,Signal transduction
K12558,NA,NA
K12559,Organismal Systems,Immune system
K06544,Environmental Information Processing,Signaling molecules and interaction
K06094,Environmental Information Processing,Signal transduction
K08797,NA,NA
K08796,NA,NA
K08795,NA,NA
K08794,Organismal Systems,Endocrine system
K08793,NA,NA
K08791,Environmental Information Processing,Signal transduction
K08790,NA,NA
K08799,NA,NA
K08798,NA,NA
K09844,Metabolism,Metabolism of terpenoids and polyketides
K06325,NA,NA
K06890,NA,NA
K06327,NA,NA
K06320,NA,NA
K06897,NA,NA
K06894,NA,NA
K06895,NA,NA
K10954,Human Diseases,Infectious diseases
K10955,Human Diseases,Infectious diseases
K06898,NA,NA
K06899,NA,NA
K06328,NA,NA
K10951,Organismal Systems,Digestive system
K10953,Human Diseases,Infectious diseases
K05858,Metabolism,Carbohydrate metabolism
K11399,NA,NA
K11395,Metabolism,Overview
K11397,NA,NA
K11396,NA,NA
K11391,NA,NA
K11390,NA,NA
K11393,NA,NA
K11392,NA,NA
K00499,Metabolism,Amino acid metabolism
K00494,Environmental Information Processing,Signal transduction
K00496,Metabolism,Lipid metabolism
K00490,NA,NA
K00491,Metabolism,Amino acid metabolism
K00493,Metabolism,Lipid metabolism
K01467,Environmental Information Processing,Signal transduction
K13593,Cellular Processes,Cell growth and death
K07944,NA,NA
K07942,NA,NA
K07941,Environmental Information Processing,Signal transduction
K04021,Metabolism,Carbohydrate metabolism
K04020,Metabolism,Carbohydrate metabolism
K04023,NA,NA
K04022,Metabolism,Carbohydrate metabolism
K04025,NA,NA
K04024,NA,NA
K04027,NA,NA
K04026,NA,NA
K04029,NA,NA
K04028,NA,NA
K07055,NA,NA
K07054,NA,NA
K07057,NA,NA
K07056,NA,NA
K07051,NA,NA
K07050,NA,NA
K07053,NA,NA
K07052,NA,NA
K07059,NA,NA
K07058,NA,NA
K02065,Environmental Information Processing,Membrane transport
K10040,Environmental Information Processing,Membrane transport
K10041,Environmental Information Processing,Membrane transport
K10046,Metabolism,Carbohydrate metabolism
K10047,Metabolism,Carbohydrate metabolism
K15672,Metabolism,Metabolism of terpenoids and polyketides
K15673,Metabolism,Metabolism of terpenoids and polyketides
K15670,Metabolism,Metabolism of terpenoids and polyketides
K04798,NA,NA
K15676,NA,NA
K15677,NA,NA
K15674,NA,NA
K15675,NA,NA
K11471,NA,NA
K04792,Metabolism,Metabolism of terpenoids and polyketides
K15678,NA,NA
K15679,NA,NA
K04797,NA,NA
K04796,NA,NA
K04795,NA,NA
K04794,NA,NA
K09258,Environmental Information Processing,Signal transduction
K13638,NA,NA
K13639,NA,NA
K13634,NA,NA
K13635,NA,NA
K13636,NA,NA
K13637,NA,NA
K13630,NA,NA
K13631,NA,NA
K13632,Human Diseases,Drug resistance
K13633,NA,NA
K02041,Environmental Information Processing,Membrane transport
K15498,NA,NA
K05544,NA,NA
K15496,Environmental Information Processing,Membrane transport
K15497,Environmental Information Processing,Membrane transport
K15492,Human Diseases,Infectious diseases
K05011,Organismal Systems,Digestive system
K15490,Human Diseases,Infectious diseases
K05546,Metabolism,Glycan biosynthesis and metabolism
K05778,NA,NA
K05779,NA,NA
K05776,Environmental Information Processing,Membrane transport
K05777,NA,NA
K05774,Metabolism,Carbohydrate metabolism
K05775,NA,NA
K05772,Environmental Information Processing,Membrane transport
K05773,Environmental Information Processing,Membrane transport
K05770,Environmental Information Processing,Signaling molecules and interaction
K05540,NA,NA
K08023,NA,NA
K05542,NA,NA
K01459,NA,NA
K01458,Metabolism,Carbohydrate metabolism
K01457,Metabolism,Amino acid metabolism
K01456,Genetic Information Processing,"Folding, sorting and degradation"
K01455,Metabolism,Overview
K01453,Metabolism,Xenobiotics biodegradation and metabolism
K01452,Metabolism,Carbohydrate metabolism
K01451,Metabolism,Amino acid metabolism
K01450,Metabolism,Carbohydrate metabolism
K09202,Cellular Processes,Cell growth and death
K09200,NA,NA
K09207,NA,NA
K14811,NA,NA
K14810,NA,NA
K14813,NA,NA
K14812,NA,NA
K14815,NA,NA
K14816,NA,NA
K14819,NA,NA
K08073,NA,NA
K08070,NA,NA
K08071,NA,NA
K05516,NA,NA
K05517,NA,NA
K08074,Metabolism,Overview
K05515,Metabolism,Glycan biosynthesis and metabolism
K13090,NA,NA
K13091,NA,NA
K13092,NA,NA
K13093,NA,NA
K13094,NA,NA
K13095,NA,NA
K13097,NA,NA
K13098,Human Diseases,Cancers
K13099,NA,NA
K11783,Metabolism,Metabolism of cofactors and vitamins
K12949,NA,NA
K12948,Genetic Information Processing,"Folding, sorting and degradation"
K12945,NA,NA
K12944,NA,NA
K12947,Genetic Information Processing,"Folding, sorting and degradation"
K12941,NA,NA
K12940,NA,NA
K12943,NA,NA
K12942,NA,NA
K14729,NA,NA
K14728,NA,NA
K14727,Metabolism,Overview
K14726,NA,NA
K14724,NA,NA
K14723,NA,NA
K14721,Metabolism,Nucleotide metabolism
K00456,Metabolism,Amino acid metabolism
K13890,Environmental Information Processing,Membrane transport
K13891,Environmental Information Processing,Membrane transport
K13892,Environmental Information Processing,Membrane transport
K13893,Environmental Information Processing,Membrane transport
K13894,Environmental Information Processing,Membrane transport
K13895,Environmental Information Processing,Membrane transport
K13896,Environmental Information Processing,Membrane transport
K06159,Environmental Information Processing,Membrane transport
K09678,NA,NA
K00107,NA,NA
K06153,Metabolism,Glycan biosynthesis and metabolism
K06152,Metabolism,Carbohydrate metabolism
K06151,Metabolism,Carbohydrate metabolism
K11558,NA,NA
K06157,NA,NA
K06156,NA,NA
K06155,NA,NA
K06154,NA,NA
K03327,NA,NA
K03326,NA,NA
K03325,NA,NA
K03324,NA,NA
K03322,NA,NA
K03321,NA,NA
K03320,NA,NA
K03329,NA,NA
K03328,NA,NA
K04802,Genetic Information Processing,Replication and repair
K04801,Genetic Information Processing,Replication and repair
K04800,Genetic Information Processing,Replication and repair
K07905,Environmental Information Processing,Signal transduction
K01505,Metabolism,Amino acid metabolism
K11940,NA,NA
K11941,NA,NA
K11942,Metabolism,Overview
K04755,NA,NA
K11946,Metabolism,Overview
K06718,Metabolism,Amino acid metabolism
K12781,Cellular Processes,Cell growth and death
K04753,NA,NA
K12780,Cellular Processes,Cell growth and death
K12769,Cellular Processes,Cell growth and death
K12768,Cellular Processes,Cell growth and death
K12761,Cellular Processes,Cell growth and death
K12760,Environmental Information Processing,Signal transduction
K12763,Cellular Processes,Cell growth and death
K12762,Cellular Processes,Cell growth and death
K12765,Cellular Processes,Cell growth and death
K12764,Cellular Processes,Cell growth and death
K12767,Cellular Processes,Cell growth and death
K12766,Cellular Processes,Cell growth and death
K07208,Environmental Information Processing,Signal transduction
K11493,NA,NA
K11491,NA,NA
K11496,NA,NA
K11497,NA,NA
K11494,NA,NA
K10811,Metabolism,Metabolism of cofactors and vitamins
K07200,Environmental Information Processing,Signal transduction
K06243,Environmental Information Processing,Signal transduction
K11498,NA,NA
K07203,Environmental Information Processing,Signal transduction
K07204,Environmental Information Processing,Signal transduction
K07206,Environmental Information Processing,Signal transduction
K06241,Environmental Information Processing,Signal transduction
K06240,Environmental Information Processing,Signal transduction
K11526,Environmental Information Processing,Signal transduction
K11527,NA,NA
K11257,NA,NA
K11523,Environmental Information Processing,Signal transduction
K08670,Human Diseases,Cancers
K08671,NA,NA
K08672,NA,NA
K08673,NA,NA
K08674,NA,NA
K08675,NA,NA
K08676,NA,NA
K08677,NA,NA
K08678,Metabolism,Carbohydrate metabolism
K08679,Metabolism,Carbohydrate metabolism
K06932,NA,NA
K10547,Environmental Information Processing,Membrane transport
K10546,Environmental Information Processing,Membrane transport
K10545,Environmental Information Processing,Membrane transport
K10544,Environmental Information Processing,Membrane transport
K10543,Environmental Information Processing,Membrane transport
K10542,Environmental Information Processing,Membrane transport
K10541,Environmental Information Processing,Membrane transport
K10540,Environmental Information Processing,Membrane transport
K10549,Environmental Information Processing,Membrane transport
K10548,Environmental Information Processing,Membrane transport
K01181,NA,NA
K10306,NA,NA
K10301,NA,NA
K01183,Metabolism,Carbohydrate metabolism
K10300,NA,NA
K11236,Environmental Information Processing,Signal transduction
K11237,Environmental Information Processing,Signal transduction
K11234,Environmental Information Processing,Signal transduction
K11232,Environmental Information Processing,Signal transduction
K11233,Environmental Information Processing,Signal transduction
K11230,Environmental Information Processing,Signal transduction
K11231,Environmental Information Processing,Signal transduction
K11238,Environmental Information Processing,Signal transduction
K11239,Environmental Information Processing,Signal transduction
K00007,Metabolism,Carbohydrate metabolism
K00006,Metabolism,Lipid metabolism
K00005,Metabolism,Carbohydrate metabolism
